,상호명
21363,부평텐동
21365,정든집
21368,김밥이랑커피
21371,차차식당
21372,회뜨는 남매
21373,골드퓨전포차
21375,연수식당
21376,열우물
21378,존가네
21380,윤가네김밥
21381,커피두코
21382,레드카페
21383,참치닷
21384,릴리커피앤케이크
21385,신 무지개 순대곱창
21386,불난집
21387,진천순대국
21389,집밥으로 우주정복
21390,따봉양꼬치
21393,마녀주방
21394,카페해랑
21395,삼촌네포차
21396,양계장집아들치킨
21398,무궁
21399,이너피스
21400,떡볶이참잘하는집
21401,멜티
21402,뚝배기 짬뽕 화룡
21403,롤링캔카페
21404,총각네 회뜨는포장마차
21405,바루케이크
21407,도둑로제떡볶이
21408,갓구움
21409,대한냉면 고기친구
21410,오케이찹쌀꽈배기
21411,착한대게
21413,그리너
21414,친구네생선구이
21416,꾸꾸스윗
21417,토스트카페마리
21418,뚝배기이탈리아
21422,순희네꼬마김밥
21423,디기티
21424,크로앙쥬
21425,엄마네돼지촌
21426,레스토랑 갈리아
21427,김호미불닭발
21428,끌레르숑 디저트
21429,돈오메 감자탕
21430,팔각도
21431,커피 그리고
21433,샐러드로
21434,3대천하대구생막창
21435,참치상점
21436,커피늘보
21437,다복향마라탕
21439,새벽회
21440,라르떼
21441,뚝짬
21442,도리연 닭도리탕
21444,오디너리 라이피
21445,우후죽순
21446,명가손만두
21447,댄 커피
21449,해물왕국
21450,웨스턴스토리
21451,백가네꼬마김밥
21452,분식봄
21453,카롱케익
21455,꽃사랑(꽃구름)
21456,오일리
21457,타이738
21458,티엠비티
21459,오리홀릭
21460,고릴라아구찜
21461,또와스넥
21462,편아담
21463,릴리슈 쿠키
21464,살맛나숯불생선구이
21465,인 투 더 래빗홀
21467,부평양꼬치
21469,양꼬치타운
21470,타이 스푼
21471,베이커리율교 피3120
21472,국수서옥순
21473,주미수제도시락
21475,민영활어공장
21476,밥이야
21477,더히든키친브런치
21479,숲자작나무
21481,한잔
21486,촛불호프
21488,단미트레이(DANMI TRAY)
21489,삽다리
21491,디저트 써리나인
21493,청춘감성쌀핫도그
21495,프레쉬테이블
21496,집으로 간 참치
21497,소담푸드
21498,멜로우브런치하우스
21499,알콩
21501,미태리
21502,콩설기마카롱
21504,낭만두꺼비
21507,카페 디 데이
21508,두리치킨
21510,게랑게랑
21513,마마낙지
21515,미담칼국수
21516,이자카야 시오
21517,다이꼬지
21518,카페모두
21519,카페솔레
21521,초밥중심
21522,병천황토순대
21524,타코야끼 간식천하
21526,일랑일랑
21527,99빵빵막창
21528,우리동네 봄날
21529,비피디카페(BPD Cafe)
21530,마농베이커리
21531,스시노칸도
21532,하울홈카페
21533,벙 클럽
21534,현이네24시김밥
21535,빤닭빤닭
21537,호랑이꿈
21538,블루오션 한식
21539,전주콩나물국밥콩사랑
21540,정온한
21542,버터풀앤크리멀러스
21543,동강해물탕
21544,너구리베이크샵
21545,공간 카페
21546,청리술집
21547,카페하이
21550,컵앤컵스
21551,한덕푸드
21552,소성정
21554,꾸워줘
21555,양국북 마라탕
21557,원커피&호프
21558,우돈플러스
21560,문올라
21561,한올
21562,농업회사법인 솔바람맑은물
21563,카페 소행성38호
21564,해중루
21565,우와
21567,봉구가래떡볶이
21568,힘난다버거
21569,루프탑캔버스
21571,aBig카페
21573,카페 달담
21576,르네셀카페
21578,먹자갈비
21581,카페 생과방
21582,연탄집
21583,알베로테라
21584,김밥속에 단무지
21587,유네
21589,동이집
21590,미인참치
21591,싱싱회센타
21592,싸미랑
21593,마리꼬마김밥
21596,현대칼국수
21597,옛날통치킨
21599,삼겹배달 돼지상륙작전
21601,미식가돈가츠
21602,초가에걸린달
21603,칵테일펍 코지
21604,라헬의부엌
21605,더쏘울카페
21606,래인
21607,드렁킨타이
21608,더 맛있는 한끼
21610,빙수목장
21611,권장커피
21612,야식장강
21614,까롱파티
21615,팔도포차
21616,카페 로와
21617,호성이골뱅이
21618,노마진 아이스크림
21619,황우숯불갈비살
21620,카페빌
21622,고수의 착한중식
21623,해신활패짬뽕
21624,카페 안단테 에스프레시보
21625,론트커피
21626,돈가원 제주흑돼지
21627,카페 오늘의 케이크
21630,쑤니맘푸드
21631,소래삼겹살순대국
21632,키카부평점
21633,마미쿡 카페수
21634,두손커피
21641,큐커피
21642,횡성소머리국밥
21643,인생김치찜
21645,하이호이
21647,올바른친구들
21648,심야식당
21649,스시키미
21650,한끼푸드
21651,유로
21652,두부백선
21654,맹호 수제돈까스
21655,카페콩
21656,9.9갈비냉면
21658,신현셀프회수산시장
21659,샐러데이
21660,피자어셈블
21661,뚱보오리
21662,늘솜당
21665,키친테이블다락
21666,항구식당생선구이
21667,쿠웨이트떡볶이
21668,더그리드
21671,더담아
21672,쌈빠찹쌀강정
21674,삼겹클라쓰
21675,농장식당
21677,숯불에구운족발뚱팡
21678,소통
21679,오늘도 달달해
21680,브런치 2017
21681,오장육부약차
21683,스시청
21684,미스터카츠
21685,072 정육식당
21686,철문
21687,곱창광역시
21688,정수커피숍
21690,카페크로셰
21691,깡철커피
21692,남촌주막
21693,토부리순대국
21695,족발을그리다
21696,라라바
21697,김밥의천국
21698,쿠시 앤 쿠시
21701,동암 분식
21702,그래그래
21703,카페라온
21704,쿠킹 대디
21706,장충동맛족발
21707,숫지다 능이버섯갈비탕&삼계탕
21709,달방식당
21710,카페쏘로제
21711,로니로티
21712,308막창
21713,우장군
21714,덕원식당
21715,Go 짜글 & 치킨 이즈백
21717,블리스버거앤카페
21718,오늘도뚠뚠
21721,카페 어반412
21722,꿀맛
21724,초원정육식당
21725,마라민족
21726,수족관
21727,3층모래그림책
21728,인천굴림만두
21729,어부이야기
21730,인정국물떡볶이
21731,바른회 어시장
21732,카페넬
21733,두둠치밥
21734,스위트램
21736,프랜즈분식
21737,본초맘죽
21738,동인식당
21740,백억곱창
21741,포게스트커피
21743,미소커피
21744,수산어시장
21745,위드푸드
21746,오잠봉
21749,보보스호프광장
21750,와이디 딜리버리
21751,나미옥찹쌀순대
21752,신짱국물떡볶이
21754,제면명가
21755,왕타이
21756,청춘분식
21759,짜장짬뽕시대
21761,분식에 반하다
21762,백금당
21765,돌판생오리구이
21767,케이밥
21768,6층 커피집
21769,퍼스트비어
21770,신사부대찌개 품격삼겹살
21771,현덕식탁
21775,일백집
21777,베트남 쌀국수
21779,혜니네디저트
21781,긱스피자
21782,광장꼬치꼬치
21783,만경
21785,만정
21787,카마타케제면소
21788,풍천민물장어횡성한우
21789,벨르썸
21790,산향
21791,"목마를땐,커피"
21792,둥커피앤그릭
21793,예산수산
21794,요상한먹태
21795,카페파운드
21796,루
21797,브라운아지트
21798,봉가네고기맛집
21799,꾸으니
21801,장수묵국수
21802,고기의신대감
21803,김쉐프 제빵소
21805,함바식당
21806,지산골밥상
21807,불티나왕만두
21808,주문진바다집
21809,힐링포장마차
21810,쿠즈
21811,용현돈장군
21812,썬커피&호프
21815,달밤만족
21817,원래는 치킨집을 할려고 했었다
21818,잣품은그집호두과자
21819,약산포장마차
21820,카페테리아로뎀
21821,월롱찌개
21822,집밥정여사
21823,쿠시진
21824,한돈숯불갈비
21826,엄마큰손 갈비찜 닭도리탕 전문
21827,하루네커피점
21828,식솔
21829,용삼겹
21830,박원명초밥앤참치
21831,카페 이에프
21832,평안식당
21836,아성
21838,푸드카페거두리
21840,정가네쭈꾸미
21841,경성꽈배기
21842,청라한방닭한마리
21843,브루스웨인
21844,수궁횟집
21846,통통민물장어
21850,가마애치킨강정
21851,우그릭
21852,명궁밥상
21853,블로썸발리
21855,카페판다
21856,연안바다싱싱어시장
21857,판다분식
21858,해뜰밥상
21859,보다 브라세리
21862,파브 커피 컴퍼니
21863,조주부 꽈배기
21864,미추홀식당
21865,와인주막차차
21866,마거리트
21867,바다꽃
21868,청솔로9
21870,유쾌한쏘맥
21871,단군왕족발보쌈
21872,주안역 왕철판빈대떡
21873,이배달마약삼겹떡볶이
21878,쉐프윤 찹쌀꽈배기고로케
21880,윤스(Yoon's)요리연구소
21881,오모가리삼겹살
21882,2020플로리안 카페
21884,마라시대마라탕
21885,정성호피자카페
21887,홍문육개장
21889,만선 종합어시장
21890,카페오페르
21891,진'S 꼬마김밥&커피
21892,다맛차
21893,더존더파티스타
21894,곳온니플레이스 랩
21895,피자알폰소
21896,언더더씨 해물찜
21897,비오비
21899,중식샤브샤브천미가무한리필
21900,향채움
21902,유년기의끝
21903,제주생고기한판
21905,지브라운
21907,아리산
21909,푸드블러썸
21911,홍애식탁
21912,시골국밥
21913,비빔밥 반한한끼
21915,꼬마족발 아빠왕족발(인하족뱅이)
21916,피플
21917,관동탕수육
21919,시니즈레스토랑
21921,맘쓰정
21922,청보리
21923,쉐프이동복의고기생각
21926,오울크룰러클럽
21928,더담지 카페
21929,토박이형제족발
21930,늑대네냉동삼겹살
21931,싱싱동암어시장
21932,보보돈까스
21933,남부역 1번출구
21934,"카페,샵 식스에프"
21938,대도수산
21939,이삼옥
21940,그랑꼬치
21941,카페하나
21942,위하여 순대랑부대랑
21943,동암원조떡볶이
21944,강담족발
21945,자연한식당
21946,알짜밥상
21947,원딤섬
21948,카페순
21950,고기식당
21951,경성한우국밥
21954,돈기부여
21955,청평찹쌀순대
21957,웰빙밀밭
21958,정우한식뷔페
21959,광짬뽕
21960,피자상점
21962,몬스터곱창
21963,청국장과순두부전
21964,킹숯불민물장어
21967,본심개성만두
21968,나리네국수
21969,제주꽃돈144
21972,돈채
21973,별미
21974,까까롱
21975,인생건어물 맥주포차
21976,팔팔루
21977,정서진메밀면옥
21978,국회루
21979,꼬기어때
21981,톰보이분식
21983,청라꽃갈비
21985,정정은 식당
21986,새암물왕코다리
21987,천하마라탕
21988,아프리카 25도
21990,한샘 셀프식당
21991,치킨반장
21992,카페 인 오븐
21993,김푸드
21994,온기정
21995,피자개러지
21997,냥이토스트
21999,신토불이가정식당
22000,커피앤카롱
22001,리얼푸드
22003,오마이스위티
22004,신스족발보쌈&도시락
22005,쌈빠닭강정
22006,도심속바다 활어회포장
22008,핑크하마
22011,꼼장어와 춤을
22012,강원도 순대
22013,퐁당퐁당
22015,닭쟁이통닭
22017,신기종합어시장회포장전문점
22018,정석갈비
22019,제물포맛집
22020,커피프라넬
22021,홍대 김치찌개 전문점
22022,촌놈주먹고기
22024,고향옥얼큰순대국
22025,넘버에잇탭하우스
22026,진참치활어초밥
22027,장터국수
22028,커피온기
22030,카페엔쵸비
22031,다복한식부페
22033,큰손왕만두
22034,야미과자점
22036,깜닭치킨
22037,베이커리카페도르
22039,황금양푼이동태탕아구탕
22040,모우만두
22041,언덕위에커피
22042,카페 다빈
22043,강남포차
22044,경양식집
22046,진미순대마을
22047,돌체티스
22048,정과마음을담아
22049,백상현 돈까스
22051,Cafe NEUL(늘)
22053,금전수 백반
22054,원기분식
22055,아롬베이크
22056,만나집밥
22057,첫번째부엌
22058,옥이네한식
22059,디저트카페눌
22060,베스트생갈비앤찜닭
22061,별다섯오쉐프
22062,고향양꼬치
22063,해장쿡
22064,춘천오남매닭갈비
22065,고기예술
22066,행복한찹쌀꽈배기
22067,목포물닭갈비
22068,야무진 푸드
22069,참치라이더
22070,한식보리밥뷔페
22071,당구포차
22072,파파밸리피자
22073,추억포차
22076,아르망디바
22078,정가네고깃간
22080,카페얌
22081,구공라
22082,한우공작소
22084,이완마라탕
22085,기주씨포차
22086,뽀댕이
22087,인천써키트식당
22090,KING차이나
22094,손문대구막창 갈매기살
22096,깡순이
22097,구루멘
22098,진짜배기
22099,화동커피
22100,산더미&먹골냉면
22102,참 조은 고기
22106,홍가칼국수
22109,사계절밥상
22110,서가네 생선구이
22111,전라도 세자매식당
22113,참뽕
22114,강뼈탕&찜
22115,카페뽐네
22116,홍당디저트부띠끄
22118,담담
22119,행복한가
22120,상하이 양꼬치
22121,포도김밥
22122,카페 봉봉
22124,먹태앤노가리감성건어물포차
22125,훠밍당마라탕
22126,유성여행카페
22127,경희궁수라간
22128,아빠 떡볶이
22129,로어스
22132,KNOCK(노크)
22133,주안뚝배기
22135,오목커피
22136,밤이면밤마다
22138,파스타 라이더스
22139,랑데부
22140,알비앤피 에스프레소 바
22142,다다익선
22145,제이씨(JC)푸드랩
22146,개인화로 고기
22147,노구닭발1995
22150,꼬맹이 김밥
22151,후달달수제청
22152,로이스바이앤티진
22153,전주곱창
22154,달빛아래한잔
22155,빙달
22157,청실굴보쌈국밥
22159,청춘회관1981
22160,ONE(원)
22162,도니치니
22163,어머이 감자탕
22164,카페 아침
22165,다다짬뽕
22167,카페공간
22168,스시하쿠
22170,소백점
22172,주연 도시락
22173,멸치국수풍미가
22174,명동한식뷔페
22176,랑커피숍
22177,백두산이모네
22179,딩푸
22181,또아김밥&떡볶이
22183,곱도리탕전문점
22184,갓튀긴후라이드
22186,고기주는칡냉면
22188,서산집
22189,케이빵스타
22190,마켓올닭
22191,꽁푸반점
22192,본짬뽕
22193,초밥365
22195,중국쌀국수
22196,어해랑한식뷔페
22197,문학골생고기
22198,카페메이
22199,에이플 치&떡
22200,베이지케이크
22201,망망베
22202,우드스탁파티
22204,고을감자탕
22205,춘자카페
22206,지호네갈매기
22208,리미카페
22211,저온숙성카츠 구름카츠
22214,황홀스레
22215,가좌 가맥
22216,수 커피
22217,카페 꿈 그리다
22218,오성순대곱창볶음
22220,육회백부평점
22221,제주전복칼국수
22222,이모돌솥추어탕
22223,터줏대감
22224,분식이 이래도 되는가
22225,마라순코우
22227,맛있고푸짐하고족발보쌈
22228,웍
22230,대동장황궁쟁반짜장
22231,형제화로닭발
22232,꽈배기명가
22233,카페0521
22235,맘이피자
22236,대한민국집
22240,오병이어
22244,십억조어시장
22245,스시모꼬지
22246,까멜리아
22247,태그커피
22248,운카페
22249,경인선닭발
22250,탑수산마트
22253,곱창통
22254,고양이발걸음
22255,파스타&커피
22257,곱도리식당
22259,주니카페
22263,생생회어시장
22264,삐사감김밥에빠지다
22266,블루체어커피
22267,한성바지락칼국수
22270,앙비트
22271,다이닝몽드
22272,짱어랑 소랑
22275,카페윤군
22276,리미드
22277,싱싱산꼼장어
22281,바른주방
22284,뚱이네푸드
22286,도화라온
22287,월매식당
22288,밥술
22289,끝판초밥&회짱
22290,조천닭발
22292,룽원양꼬치
22293,삼복가
22295,문스톤
22296,퐁닭(PONGDAK)
22299,보정골
22300,세티(SETTEE)
22301,경방식당
22302,넥타
22303,투유
22304,디저트테이블냠냠
22305,우리동네연안부두
22306,진카츠
22307,원카페
22308,쇼쿠도진
22309,브이아이피트래블카페
22310,먹고또먹고
22311,호미김치찌개
22312,우정회집
22314,부라더키친
22317,신현만두찐빵
22318,모트커피
22320,너의디저트
22321,맥주타임
22322,엔디저트카페
22323,한입애
22324,장충동명가한방족발
22325,연우스테이크
22326,서오릉피자
22329,성지풍경
22330,홍돈의 삼겹살
22332,캐빈
22336,와플집
22337,오늘애찬
22338,파막창바이반하고
22339,"카페 다시,여기"
22340,누구네집
22341,카페 피렌체
22342,튀겨볶아
22343,인더비엣
22345,우와닭강정
22346,포근한오후
22347,돈까스짱
22349,유미당
22350,뚱이네포찾사
22351,카페 아도
22353,이오유
22355,웅어멈네 순대국
22356,예술곱창
22357,88대패
22358,400도 피자
22359,산고을
22360,벤식당
22361,코코이찌방야
22362,늘맛나
22364,배떡완정점
22365,만선가
22368,고씨부엌
22369,릴버터
22371,나따오비까X라비타
22372,생생맛촌
22373,한마루감자탕뼈다귀찜
22375,랑꼬미어라운드
22376,나유에프앤비 진한솥국밥&라쿤냉면
22377,홍대쌀국수
22379,탑한식
22380,마당퓨전호프
22382,한끼든든
22385,밥상머리
22387,라화방마라탕
22388,오늘은 너랑 굽는닭
22389,마린보이동태찜
22390,낭만에대하여
22391,인생고깃간
22392,커피동동
22395,나꿈세
22397,진미양꼬치
22398,풍성 꿔바러우&짜장짬뽕
22399,족발타임
22401,성윤국가대표 아구찜 앤 알곤이찜
22402,홍가불닭발
22403,멜리오라 베이커리
22405,쌍다리돼지불백
22407,미친 쭈꾸미
22408,배브르 베이커리
22412,뚱땡이포차
22413,쌀부엌
22414,황금치킨
22415,원할머니 보쌈 족발
22416,문경가
22418,공간
22419,홍도씨커피집
22421,만남포차
22423,신사동떡볶이가정역
22424,우포차
22425,카페데이지
22426,프라빈 커피
22428,김쉐프의 수제돈까스
22429,쩝쩝박사미식연구소
22430,드폴비다
22432,겐키라멘
22433,샘터포차
22435,만복밥집
22436,갈비씨
22437,현자네 낙지
22438,개성보쌈족발
22439,아르망디
22440,카페브라운
22441,맛을그리다 오상미
22442,카페 세라
22443,오관왕수제돈까스전문점
22444,착한옛날통닭
22445,전석기푸드
22446,카페보뇌르
22447,돈다발돈가스제면소
22448,메이케이크
22449,안동국밥 예담
22451,3일국밥
22452,포차견디셔
22453,베어리케이크
22454,핫한핫도그
22455,오늘구움
22456,고기회관
22457,즐거운소리열음
22458,킹스크랩
22459,뚜벅이옛날통닭
22460,거실
22461,로제떡볶이&닭강정
22462,카페후
22463,코끼리식당
22464,천유향마라향솥
22466,떡짱곱짱맛짱
22469,트러스티 키친
22470,굿굿 베이커리
22471,돈가면
22472,이젠샐러드
22473,손칼족보
22475,피자랜드
22476,세몰리나
22477,"홍당 인하 불뼈찜,감자탕"
22478,차오팡
22479,달달몽
22481,굴뚝빵 커피공장
22482,훠라라마라탕
22483,설렘을팔고있어요
22485,탑 마라탕
22486,순덕이네 가정식백반
22487,킨포크
22488,케이크니
22489,청천 올갱이해장국
22490,멜리오라
22491,큐스커피
22492,파운드
22493,사운드프레소 테이스트
22497,꽈백최선생
22498,호떡창고
22499,카페 그레이트
22501,돼지울타리
22505,미식가
22507,토지소곱창
22508,계발
22510,정우돈가스
22511,마마르홈(MOMAR HOME)
22512,신세계해물짬뽕
22513,고백
22514,더맛있게
22516,우리지금여기
22517,플레로마 감자탕
22518,미들웨이
22519,누리봄
22521,마롱제과
22524,케이스 카페
22525,칠리아웃
22526,만수마켙
22527,연두밥상
22528,소프트치킨
22529,로바다야끼시루
22533,우아한커피
22536,속초연성냉면 고기집
22539,루고
22540,가마솥김밥
22541,후벤또
22542,일미아구찜명태조림
22544,이레제과점
22545,카페완이
22546,딥커피
22548,정문 떡볶이
22549,스윗유
22551,카페온워드
22552,만다흐
22553,프론트도어
22554,별이네정육식당
22555,까페마든
22556,오가네집밥
22557,달리기초밥
22559,먼스
22560,해주오케이크
22562,픽스치킨
22563,마녀돈앤파스타
22564,얼맥당
22565,일소일배
22566,예래향양꼬치
22570,청와삼대
22571,파란의자
22572,포차세끼
22573,깡통막창
22574,네스블루
22577,일신생고기
22579,필드키친청라
22580,춘양골국밥
22584,부평읍
22585,분식두번째봄
22586,마이데이
22588,선식당 딜리버리
22589,통닭박사
22592,동래파전
22593,상상초월
22594,성아네김밥
22595,이웃사촌
22596,코너커피
22597,숭의동커피
22598,인정식당한식부페
22599,고래감자탕구
22600,하우스엠
22601,언양닭칼국수
22602,치앤강검단역점
22603,미니푸드
22605,천마청기와뼈해장국
22606,참치그램
22607,오늘의메뉴
22608,보돌미역
22609,조개자비
22610,욜로식당
22611,스시준
22612,월출산흑염소탕추어탕
22615,우블리네김밥
22616,오작푸드
22619,항아리고기
22621,체리메이
22622,만나네마라탕
22623,카페 오리진
22624,크라비츠피자
22625,란드
22627,쉐꼴리
22628,우리삼겹살
22629,와규몽
22632,지랄팩토리
22634,카페 89도씨
22635,신가네
22637,디아나
22638,맛좋은한식부페
22640,오미당칼국수
22642,국선참치
22644,루피너스케이크
22645,카페밀알티
22647,역전포차
22649,행복푸드
22652,1982 삼계정
22653,모밀지기
22655,도쿄라멘
22657,티카페620
22658,102호라떼
22660,싱싱회수산시장
22661,카페이월이십오일
22663,쿠크봉
22665,핏제리아 칸니끄
22666,커먼커피(COMMON COFFEE)
22667,유망
22668,7아토
22670,코라손
22672,해바라기옻닭
22673,회뜨는수산
22674,휘피
22675,돈면
22676,엣펍
22677,인생카롱
22678,엄마손 한식부페
22679,토로로
22680,고서커피
22682,처음 그집
22684,태양 막회집
22685,카페코사메
22686,모던한식당
22687,마녀김밥
22688,제빵사
22689,카페파르꼬
22690,갑부통닭
22692,카페코코
22694,다옴분식
22695,행복한끼
22697,은행골
22698,꿈이든더카페
22699,공수가든
22700,데미타세2온스
22701,도담치킨
22702,올래올래요
22706,커피창고
22707,천수냉면
22708,카페타드
22709,카페 윈드
22711,빵요릿집
22712,알비디
22713,맛나슈퍼
22716,마젤란 라운지
22717,닷 라인
22718,에바다떡볶이
22720,술앗간
22721,다정한과일집
22722,달달한밤
22723,한가위백반함바
22724,오늘 뭘 먹을까
22726,왕십리 조개창고
22727,또와카페
22728,스타커피앤펍
22729,용아구해물찜
22731,그랜드팰리스호텔
22734,송이분식
22735,봉봉시티
22736,베리보틀
22737,카페 달므
22739,단골각
22741,백상예술
22742,고기극찬
22743,농장카페(CAFE FARM)
22744,피치랑 피자&치킨
22746,제로어클락(zero o'clock)
22747,치즈웨이브
22748,리얼파스타
22749,명성돼지집
22751,카페룬드
22752,킨지
22754,카프카테이블
22755,해
22756,카페더블랙
22759,곱사임당
22760,시에스타 커피하우스
22761,통큰손 쭈꾸미마을
22764,드림베티
22765,메리상점
22766,쭈비
22768,카페어도러블
22769,위드커피숍
22770,리미네커피
22773,청년찌개
22774,카페오후
22775,오 디저트
22776,곱창전설
22779,카페가넷
22780,느슨
22781,프로키친
22782,카페스테이
22783,미광소머리국밥
22785,엠버케이크
22786,유진부페
22788,비케이푸드
22789,왕또오리
22790,파스타라이더스
22791,94925닭꼬치
22792,샌드위치작업실
22793,핑거스크로스드
22795,패밀리마라탕
22796,육회전
22797,아트90도
22798,분식명가
22799,백억수산 풍천민물장어 어시장
22800,어부 정가네
22801,인천만수인천만수
22803,쌍둥이네분식
22804,달빛그집에
22805,편도티켓
22807,친구놀이터
22808,부평종합어시장
22809,"여기, 닭발"
22810,만나만두
22814,밀회관
22819,채움밥상
22821,신돼지국밥
22822,게꿀맛
22823,보관소식당
22824,"오늘도 넌, 곱대"
22825,카페모닝아트
22827,스윗코코
22828,마실21
22829,희락스낵
22832,찐진김밥
22833,타코비비어
22834,보리원
22837,필 바
22838,더(The)고깃집&진한솥국밥
22839,진샤브
22840,참숯 한우돈
22841,카페야미
22842,이층카페
22843,오네커피
22845,지니인어보틀
22846,한끼식사
22848,문시연어
22849,롱꽈베기
22851,커피는별이됩니다
22854,옆집노가리
22855,민속촌 나우김스
22857,소담식당.김밥
22858,카페 멜로디아
22859,난바우동
22860,카페가르송
22861,신마라명가
22862,보리밥 한상
22863,명인빵지순례 1984
22864,카페91
22865,정가네설렁탕
22866,라온제나
22867,땅땅치킨
22869,매일메로
22870,논현문갈비
22874,쿠자맘 엘에이갈비찜닭
22875,명품치킨
22876,추억의 포차
22877,동그라미
22878,베트남식품868
22879,오고가네
22880,행복분식
22883,조선갈비실록
22884,달보드레케이크
22885,버찌카페
22886,미운마라오리
22887,보리누리
22888,할머니홍어횟집
22889,술밤
22891,잇파스타
22892,물보라
22893,떡볶이를 팔기위헤 인쳔에온 마이끌
22894,커피밀
22895,로스터 엘
22898,피트로 커피
22900,꼬기만땅
22902,그린강산
22903,청천한식부페
22904,잇쇼
22905,장어나다
22906,카페보니또
22908,등대막회왕갈비덮밥
22910,파파킹
22911,마담순살떡볶이
22912,우리집마라탕
22915,억방분식
22918,카페해빙
22920,수상한뼈찜엔감자탕
22921,이슬포차
22924,엔알에프피카페
22928,형제족발
22929,이사빛
22930,콩장
22931,차차커피코
22932,감성키친
22935,중화객잔
22937,영지숯불갈비냉면
22938,빠레뜨한남
22939,비너스
22940,빨간낙지
22942,라이크썬카페
22943,강봉국펍
22944,온리파스타
22945,부산그리고밤바다
22949,뀨닭발
22951,최가네미친만두
22952,카페 루다
22953,밀푀유나베 마리
22954,카페모임
22955,리워크커피
22956,도화주먹고기
22957,자연밥상맛집
22958,황금물결 해물아구찜
22960,1988지지미
22961,소코아
22962,원스데이 디저트카페
22963,오늘여기우리
22964,까페꽃길
22965,닥치고떡볶이
22966,검단옛날삼겹
22967,베브릿지
22968,삼미야식
22969,맛있게두 얌얌
22970,엄마맘도시락
22971,시빌라핫도그
22972,카페8989
22978,오븐구이최강 더맛닭
22979,명가한식뷔페
22981,까미네
22982,김마총
22983,쌍둥이네시골밥상
22984,일기푸드
22985,네모참치어장
22986,남빙고생맥주
22987,뻑가네푸드
22989,신선한형제들
22990,태양한식부페
22992,유가네쭈꾸미
22995,역전 냉삼겹
22996,카페100번가
22997,싱싱부평어시장
22999,주니아
23000,난다낙곱새
23001,하늘포차 선술집
23002,구피
23003,홀로 낮과밤
23005,엔칙스치킨부평4동점
23006,잇타이플러스
23007,별미지교
23008,미니네 떡볶이
23009,우리동
23010,참치만정육점
23012,호호맥주집
23013,원조닭강정
23015,가이아의정원
23016,쿠킹41
23019,떡군이네떡복이
23021,내가업어줄게
23023,타코비
23024,석모도 밴댕이회
23025,크로플덕
23026,김밥마니아
23027,하뉴
23028,네모와플
23029,용호동낙지
23030,화백초밥
23031,365부대찌개
23033,김천재의육회반한연어
23034,원당양꼬치
23036,쌈빠강정부평시장점
23038,오늘은낙곱새
23039,팔공뭉티기
23040,1989's 피자
23043,우리들의밥상
23044,춘향반점
23045,아이아트카페
23046,"너의, 마카롱"
23047,트리플에이커피
23048,완정보리밥
23050,푸드유에스(US)
23052,뭉치상회
23054,일품항우소곱창
23055,두부랑콩비지
23056,젊음의광장
23057,숭의부대찌개
23058,광양푸드
23060,맛남살롱
23062,오클라 수제식빵
23063,지금여기
23065,카페제나루체
23066,카페 내음
23067,봉일천 장군집
23068,준호네찌게집
23070,칸차이나
23071,베러덴 베이커리카페
23073,명돈
23074,소풍꼬마김밥
23076,테이크더닭
23077,브라더 한정식도시락
23078,착한한우곱창
23079,꿀마니닭강정
23080,수제만두소담
23082,시노테
23083,찐짱밥상
23086,달콤한:율
23087,탄계
23088,강군 뼈해장국&부대찌개
23090,디저트카페 디
23091,만향래훠궈
23092,카페밸리
23093,달빛경성술집
23094,참치야
23095,있소포차
23097,아그라
23099,통영뱃머리충무김밥
23100,뱃살도둑샐러드
23101,칼국수의화신
23102,정아니의 불타는 여고24시 떡볶이
23103,농가옛날통닭
23104,육수당
23105,수제밥상
23106,힐링상회
23108,부산골목게장
23109,코코브루
23110,부자정육식당
23111,장돌이수제부산어묵
23112,구월리분식
23114,더담꼬가게
23115,대한냉면고기친구
23116,뚱쓰
23117,폴90도
23118,다락식당
23119,유알
23120,꼬기만땅점보비빔밥
23122,낭만치맥
23123,둘리호프광장
23126,최고집 소곱창전골
23127,불고기브라더스
23128,고기굽는집배반장
23130,풍덕천두꺼비집
23131,돈킹
23132,찜양과 탕군
23135,커피 타코야끼
23137,0453꼬치튀김
23138,드슈밥상
23139,삼춘
23141,백령냉면
23143,부평닭발
23144,패황제
23146,모아모아손만두
23147,구월리
23148,오르막 커피하루
23150,탑웰빙부페
23153,얼큰양푼이동태탕
23154,우리동네 맛코
23156,신짬뽕
23157,희야찌고 민이삶고
23158,까사 지안나
23162,선챔버소사이어티
23163,한잔해포차
23164,다담분식
23165,1.2.3~Z 베트남쌀국수
23168,알딸딸 꿀주막
23171,밀키웨이
23172,빵드밀
23174,산토리니의 아침
23176,모담
23177,영국마을
23178,정서진장터국밥
23179,크리스피 포크 타운
23180,나주오씨
23181,속초명태덕장
23182,호랑이카레
23183,글씨한잔애커피그리다
23184,깽이네돈까스
23185,권가제면소
23187,북위45도도수포차
23188,정참치
23189,삼지창
23190,카페래음
23191,캐제
23192,부일안창살
23193,카페라리
23194,문화공간 노닐다
23195,옷갓골식당
23197,까스맨
23199,히어168카페
23200,대포통닭
23203,용갈비
23204,후디
23205,맛있는 돈까스
23206,"파이안101,심청"
23207,정육식당뚱땡이네
23208,와 불맛짬뽕
23209,샤브 도화담
