,상호명
10100,엘림칼국수
10101,헬로피쉬
10102,전라도맛집
10103,낭만의포차
10104,청담왕돈까스
10105,조가네동태부대찌개
10106,한끼김밥
10107,소백양샤브샤브
10109,면천갈비
10111,영월지지미
10112,벗나무집
10114,왕대포
10115,알천지
10116,후다닥숯불닭바베큐
10118,골목소머리국밥
10120,용현장어구이
10122,시골마을청국장
10124,소문난숯불꼼장어구이
10127,봉봉이네
10129,복사랑만두부대찌개
10131,블랭
10132,파전모
10133,돌판 삼겹살
10134,고여금감자탕
10135,부원숯불돼지왕갈비
10136,이바지 앤 개성손만두
10137,청화대식당
10138,화촌순대국
10139,깔끔한고기
10140,착한보쌈
10141,어촌시대
10142,커피퐁당
10143,대마족발
10144,청죽삼계탕
10145,한밭골 사골 순대&정다운 다락방
10146,왕곡칼국수
10149,가마고개
10150,라디오 카페
10151,시즌2쪼끼쪼끼
10153,명인만두
10154,똘배네영양탕삼계탕
10155,인사동한정식
10156,사랑채칼국수
10158,유가네양대창
10162,능골농원가든
10163,착한막창
10164,싱싱정육식당
10165,우리한우곱창
10166,대도가
10167,미각
10168,토고리불꽃막창
10170,행복사다리
10171,대림각
10172,석남골영양탕흑염소
10173,마루메밀국수만두
10174,남양참치
10176,시골할매왕족발보쌈
10177,영종불백
10178,서동청국장
10180,장독집
10181,육통령
10182,서산밴댕이
10183,나눔분식
10185,구월동장군집
10186,불타는조개구이
10187,동광양꼬치
10188,춤추는왕만두
10189,윤할머니추어탕전문
10190,퓨전요리M2
10191,어우러기
10192,시골두루치기
10194,소담잔치국수
10195,윤가네황제짬뽕
10196,명심코다리
10197,조개상사
10199,철길퓨전포차
10200,버드나무 홍어회 홍탁
10201,김씨네삼치구이
10202,장수해물찜
10204,만복기사식당
10205,모퉁이
10207,베이글닥
10209,우돈가
10210,알라딘케밥
10212,돈통마늘보쌈
10213,옹골진푸드마을
10214,참돈
10215,한우야
10216,니뽕내뽕
10218,금산황기닭곰탕
10219,신화로 닭발
10220,까페리앙
10224,블루바니
10225,진미각숯불양다리
10226,이모네퓨전포장마차
10227,오늘밥상
10229,오봉집
10230,일신빵할인매장
10233,어바웃타임
10235,여등선술집
10236,서오릉메카다슬기
10237,부구수산
10238,낭만 소곱창 낙곱새
10239,장어랑메기랑
10240,친구
10242,백년식당서서갈비
10243,제이
10244,명품한우가마솥소머리곰탕
10245,다보성
10246,어울리지
10247,겹살이네
10250,간석회관
10251,바다창고
10252,느티나무
10253,장호덕손만두
10255,이가네 왕갈비
10256,무주칼국수
10261,와싸다집
10262,보미네밥집
10264,신포맥주
10265,동두천솥뚜껑삼겹살
10266,춘리마라탕
10267,돌판김치생삼겹한점
10268,동아루
10270,서미떡볶이
10271,일미전골마을
10272,복마중
10273,열불날개
10275,대물림한정식
10277,카페오아시아
10278,제주울어멍해장국
10279,바카라(BAR KARA)
10280,오봉랭삼
10281,용경향
10282,경인궁
10284,퀸 바
10286,홍굴래
10287,고기굽는집
10288,갈비에빠지다
10290,함흥면옥
10291,찰진고기
10292,매콤한떡볶이에빠진순대와튀김
10294,본찌돈까스
10295,박가네 송탄부대찌개
10296,분찾사
10297,아사칸
10298,초심포차
10299,옥천불난족발
10302,최김질께
10303,진지한
10304,도시어부
10305,준식당
10306,대흥각
10307,다빈치
10309,대박이네삼겹살&막창
10310,신설손두부집
10311,트라이포트
10312,조림조림
10314,김밥스케치
10315,수정냉면
10316,경미루
10318,송도국밥
10319,전주한식부페
10321,피노키오통닭
10322,어울렁더울렁
10324,우람치킨
10325,정성본
10327,탄포포
10328,오레주
10329,소원식당
10330,함지박소곱창
10331,김삿갓 빈대떡
10332,열린콘서트라이브
10333,밀숲
10334,주고파마시고파
10335,숯골그집쭈꾸미
10336,왁짜지껄
10337,왕쉐프
10339,사리골냉면
10340,남경
10346,우렁쌈밥 대패정식
10348,빨간우산
10349,그랩어비
10350,은하수호프소주방
10351,짜앤짬
10355,피자수
10357,베테랑해장국
10358,농원숯불왕갈비
10359,굽네치킨당하점
10360,더짬뽕
10362,노미야
10363,이가네동태탕
10364,대가숯불오리구이
10365,통영굴밥쭈꾸미보쌈
10366,송도동산호
10367,오징어슈퍼
10368,정가네밥상
10370,뚜껑삼겹살
10371,국수나무
10372,미나미스시
10373,청천유황오리
10374,북경깐풍기
10375,활어회세꼬시
10377,이가육갈
10378,호야네바지락손칼국수
10379,노다지
10380,육시리
10383,라뽀키친
10384,회뜰날
10385,종가감자탕
10386,연중반점
10387,우리동네대통령
10388,죽마고우
10390,서편제
10391,썬호프
10393,석기시대
10394,마마님
10395,아떡
10396,꽃게마을아구잔치
10397,유신불족발
10398,옹기종기왕갈비
10401,천유향 마라향
10402,원당생숯불갈비
10404,김밥이야기
10406,짝태패밀리
10408,복사꽃피는집
10409,영순이네
10410,인천맥주_송도
10412,준이네돌판김치삼겹
10413,베네
10414,빨간거짱구네
10415,오 브라더스
10416,구이마을등갈비
10417,쉐라톤 그랜드 인천 피스트
10418,착한곱창
10419,끝나고한잔
10420,타임
10421,유에
10422,동인천 얼큰이닭발
10425,또비어
10426,슬기네한식
10427,다원이네
10430,장모님집
10431,검암동 부추곱창
10433,김영화부대찌개&닭볶음탕
10436,고바우통닭만수6동점
10437,풍성한식부페
10438,삼바스카이
10439,우암갈비
10440,황기족발
10442,추카추카호프
10443,참치맨
10444,플러스앤시스템
10445,엄마손생삼겹소막창
10446,강고집
10447,엘케이뉴욕랍스터
10451,원당뼈해장국
10452,집 ZIP
10453,불량우동
10454,손만두김밥명가
10455,스시&모밀
10457,해조톳오리
10458,알뱅이
10460,블루오션
10462,샤인
10465,녹두장군
10466,정가네막회
10467,형제들감자탕
10468,놀란숯닭
10469,위치롱
10472,24시 119매운순대떡볶이
10473,참살이전복마을
10474,나기문참치전문점
10475,태흥정육식당
10478,맛김밥나라
10479,79수제치킨
10480,배달삼겹양만이
10481,꽃돼지생삼겹
10484,신안식당
10485,홍희통닭
10486,신포해물아구탕&찜
10487,엄차고
10488,초원양갈비
10489,챕터원스테이크
10491,명가즉석김밥
10492,세렌디프
10493,더킴양꼬치
10494,남해직화쭈꾸미
10495,느루미
10497,치킨히어로
10498,인천회센타
10501,쿠킹하우스
10502,보광순대
10503,원조옛날통닭
10504,피크닉김밥천국
10506,애주가
10507,고향회집
10508,우리맛한식부페
10509,돈 데이(day)
10510,뽕달네 참숯불 닭갈비
10511,동화원
10513,중경마라방
10514,금촌칼국수
10515,작은정원
10516,희경이네
10517,동대문곱창
10520,흑산도회식당
10521,고기매니아
10522,돼지도 반한 족발
10523,부개정
10524,토지한식부페
10525,거식이
10526,더젯레그드리자드
10527,쭉심
10528,연안쭈꾸미
10530,우마이쇼쿠지
10531,닭살커플
10532,깐부치킨
10533,마포숯불구이
10536,신김밥천국
10537,대포항
10538,아웃닭
10539,민속보쌈
10540,놀이터 바
10543,아띠오 아 나폴리 핏제리아
10544,숯불풍천장어
10545,가문의 족보
10547,한신셀프식당
10548,맥주마을
10549,블랙데이
10550,자매가정식백반전문
10551,또와횟집
10552,맛찬들왕소금구이
10553,황제능이버섯백숙
10555,화통삼
10556,산골농장
10558,떡심
10559,우렁두렁
10560,보문항
10561,설가네샤브샤브
10563,고기랑쌈밥이랑
10564,늘목
10566,평원옥
10568,탭탭
10569,오복곱창감자탕
10571,태열네
10574,돈마니
10575,왕빈자전통주막
10576,대판1985
10577,라비에르
10578,서래면옥
10579,예은이네들깨칼국수
10580,옛날시골막걸리
10581,부뚜막 생고기
10582,더수다
10583,더카페
10584,식당토라
10585,비하니
10589,중독돼지 정육식당
10590,모이자분식
10591,주안골
10593,궁전쌈밥
10594,153포차
10595,정가네 불닭발
10596,장수꼬꼬옛날통닭
10598,발렌타인
10599,미래반점
10601,김가바지락칼국수
10604,송도애복국
10605,부광순대
10606,만복국수집
10608,피자토랑
10609,이사반점
10611,쿤
10613,동인천커피숍
10615,어부가
10616,너울포차
10618,샤방샤방
10622,장수포차
10623,대박왕만두
10625,토향식당
10626,소문난삼순이보양탕
10627,주안반점
10628,탐나종합어시장
10629,동대문일품닭한마리
10630,웰빙 꼬마김밥전문점
10631,모멘토커피하우스
10633,도시락김밥
10634,청정회수산
10635,금화왕돈까스
10636,육교콩나물해장국
10637,더소담
10638,예인손만두찐빵
10639,궁정
10640,산마루흑염소탕전문점
10641,해물섬
10643,금강산추어탕
10645,죽해랑
10646,옵바위횟집
10647,스넥바
10650,솔밭카페
10653,털보네식당
10654,삼능포장마차
10655,천지식당
10656,막걸리돌풍
10657,하나마루 스시
10658,해물촌
10659,전망대가든
10661,쉐라톤인천호텔 커넥션
10662,못난이
10665,카페뮤즈
10666,조림마을
10667,실비집
10669,송백
10670,오마이떡볶이
10671,병천가마솥토종순대
10672,천수반각
10673,지짐이
10674,오렌지분식
10675,옹기네
10678,오늘와인한잔
10679,양자네포차
10681,화랑
10682,용궁해물칼국수족발
10684,정가네집밥
10685,본전집
10686,청천 통돼지 김치찌개
10687,전주생막걸리
10688,대부도식당
10689,엄마손마약꼬마김밥
10690,테크노분식
10691,영종각
10693,류가네칼국수
10694,돈타레삼겹살
10698,야시장 유령포차
10700,현미순두부 두부명가
10703,가마솥순대국
10705,닭발이생각나는밤
10706,맥주습관
10707,경미네영양탕
10708,원샷
10710,유우센
10711,최명근스시
10712,아우디
10713,원갈비
10714,피엠푸드
10716,CSC숯불바베큐치킨
10717,볏짚사랑신통삼겹
10719,오케이김밥나라
10720,도토리
10721,우돈나라
10722,광안천지식당&국밥
10723,돈쓰리정육식당
10724,대감
10725,영산강민물장어직판장
10726,꼬끼오스두마리치킨
10727,동북반점
10728,준참치
10730,할수있다 컴퍼니
10733,가회동 칼국수 보쌈
10734,목포삼합홍탁보쌈
10736,다래성
10737,몸사랑콩나물국밥
10738,김사부
10739,용현화로닭발
10740,아로이아로이
10741,청정들깨수제비
10742,계절밥집6000냥
10743,빈페이지
10744,소래포구
10745,신명식당
10746,카이탐콴
10747,보명식당
10748,동강어탕국수
10750,한담
10751,낭만카페
10752,꿀꿀할때
10753,코다리조림
10757,큰우물칼국시
10758,육즙에빠진등심
10759,신포동청실홍실
10760,동태마을
10762,촌닭숯불바베큐
10763,풀젠
10765,한양수산
10766,원조주안닭강정
10768,안주나라실내포차
10772,주안식당
10773,맛나돼지원
10774,신가네삼치
10776,하늘소리
10777,속초코다리냉면해물찜
10778,모야모야
10779,한우부추돌곱창
10782,수리봉
10784,한어랑
10785,삼찬사계
10786,인현곱창
10787,양푼이우거지동태탕
10788,황소갈비
10789,우뚝심
10790,월미낙지만두
10793,철원양평해장국전문
10796,치킨파크
10797,바다섬
10798,공가네
10799,박가네돈까스칼국수
10800,라라푸드
10801,팔도양꼬치
10802,솔마루가정백반
10803,너트커피
10804,청룡차이나
10806,원당대로식당
10807,연한우정육식당
10808,감자탕진미부대찌개
10810,세겹식당
10812,가선참치
10813,친구야!호프
10814,육해공포차
10815,뽕차이
10816,생방송치킨하우스
10817,용해물탕
10818,청춘포자
10822,퓨전 한정식 하정원
10826,홍초야 불날개 불닭발
10827,도도한닭
10828,백두산참숯화로구이
10829,고향미추홀한정식
10830,진대감
10833,이색한우곰탕
10834,광돈이네
10835,깜냥앤맛좀볼래
10836,제주돈돈
10838,청량골어죽
10839,뚝배기청국장
10840,곤지암할매감자탕보쌈
10841,룽청양꼬치
10845,일번지포차
10846,청라식당
10847,가미
10849,빅스택
10850,향백
10851,힘내소
10852,하명희순대국
10854,큰손양푼생고기김치찌개
10855,바인스
10856,진한식당
10857,교코오뎅바
10858,전주팥칼국수
10860,여주삿갓봉민물내운탕
10862,황토흙가마구이
10866,궁갈비
10867,돌돌마라
10868,캔모아
10869,굴찌굴국밥전문점
10870,구읍 에스
10871,목로관
10872,국시세상
10873,중국제과 담
10874,유타로
10875,녹우돈
10876,싸움의고수
10878,친환경우렁쌈밥
10880,청와대
10881,초밥세끼
10882,우리김밥
10883,풀호프
10884,장미포차
10886,연수해물나라
10887,명품참치
10888,불티나 조개구이
10890,전원닭갈비
10891,닭권브이치킨
10892,청천골삼겹살
10893,월미도레미
10895,낭만셰프라멘
10897,주미
10898,토마토도시락
10899,한우리돈우리정육점식당
10903,만우연가마솥순대국
10904,스시호
10905,동아리닭갈비
10907,케밥집
10910,연어어떠새우
10912,춘천칼국수
10914,가마솥소머리곰탕
10917,더벤티(the venti)
10919,수제돈까스 드림식당
10920,단미정 등갈비찜
10923,중화요리대가
10924,머루와다래
10926,명품 화덕 고등어
10927,토대력
10928,그린위치
10929,만다복
10930,팔백집
10931,신화로가
10933,카페몽
10934,버들식품원미식당
10935,큰손샤브샤브
10936,노가리술집
10938,파티쉐
10940,옹기종기선술집
10941,단지집
10942,안스베이커리
10944,강원도박가네
10946,백리향양꼬치
10948,시골한방삼계탕
10949,첨향양꼬치양갈비
10950,엘엔지만남의 광장식당
10951,웅스치킨
10952,최복남쭈꾸미명가
10953,옥천골
10954,손두부보쌈
10956,솔미김밥
10957,신토불이한우곱창
10958,막걸리노랑주전자
10959,이천냥숯불막고기
10960,서산물텀벙
10961,마전칡냉면
10962,광주집
10963,토부리동두천부대찌개
10966,돈까스전문점허수아비
10967,셰프의한끼
10968,목포영양탕
10969,진우동면가
10971,금복돈
10972,마늘집 골목순대국
10973,본차이나
10974,산골감자탕
10975,팝앤펍
10976,소문난 김밥
10978,카페조선
10980,9어먹어
10981,산자락에
10982,커피팩토리
10983,문경주 매콤 코다리
10984,만수종합어시장
10986,열라왕짬뽕
10987,더바른고깃집
10989,좋은나무
10990,선학회관
10992,찜이찜
10994,피자얀
10995,어부김부장
10996,돈&돈
10997,땡벌포차
10999,라라지오스트라 스테이크하우스
11000,세븐치킨호프
11001,만사형통산오징어
11002,스트릿츄러스
11003,철원한우고기집
11005,베이징중화요리
11006,치어스
11009,에덴식당
11010,물망초
11012,닭통삼2.5
11013,경희식당
11015,공주네집 사골순대국 뼈해장국
11017,교동막회집
11018,스시로
11019,성원김밥
11022,풍천순대국
11023,도르리칼국수묵밥
11024,별천지포차
11026,대기식당
11027,송도지리산청정흑돼지
11030,할미꽃손만두
11032,청양골불닭마을
11033,티티카카
11035,사계절
11036,할매백반
11037,서해해물칼국수
11038,충무로육개장
11039,왕돈푸드
11040,이순신 통영 김밥
11041,닛코참치
11042,육평가배 샌드위치
11043,맛집백반앤포차
11045,굽는치킨
11047,연화마을
11048,우리돼지소
11049,21세기홍성한우식당
11050,공원장
11051,진짜전라도회조개구이
11052,우리돈생돼지김치찌개
11053,오가네식당
11056,두무진
11057,메가푸드
11058,스타닭스
11059,석봉토스트
11060,백미초밥
11062,가르텐호프앤 레스트
11064,옥문
11065,카페 모짜르트
11066,초원농원
11067,스테프핫도그
11068,제주촌
